Reg_Predicted_Class,FRW_Predicted_Class,pred_ID_reg_prob,setosa_reg_prob,versicolor_reg_prob,virginica_reg_prob,pred_ID_frw_prob,setosa_frw_prob,versicolor_frw_prob,virginica_frw_prob,true,ID,train_count_setosa,train_count_versicolor,train_count_virginica,test_count_setosa,test_count_versicolor,test_count_virginica,md,ms,complexity,tree_count
versicolor,versicolor,49,0,0.048,0.952,49,0,0.034,0.966,virginica,2019-10-03 01:32:20,30,34,36,20,16,14,3,10,0.01,500
versicolor,versicolor,50,0,0.008,0.992,50,0,0.014,0.986,virginica,2019-10-03 01:32:20,30,34,36,20,16,14,3,10,0.01,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,15,0,0.85,0.15,15,0,0.75,0.25,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,versicolor,16,0,0.99,0.01,16,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
versicolor,versicolor,17,0,1,0,17,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
versicolor,versicolor,18,0,1,0,18,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,versicolor,19,0,0.99,0.01,19,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,versicolor,20,0,0.99,0.01,20,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,21,0,0.71,0.29,21,0,0.72,0.28,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,versicolor,23,0,0.99,0.01,23,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,versicolor,24,0,0.99,0.01,24,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,27,0,0.86,0.14,27,0,0.75,0.25,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,versicolor,28,0,0.99,0.01,28,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,versicolor,29,0,0.99,0.01,29,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,32,0,0,1,32,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,33,0,0,1,33,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,34,0,0,1,34,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,35,0,0,1,35,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
versicolor,versicolor,39,0,0.02,0.98,39,0,0.01,0.99,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,45,0,0.67,0.33,45,0,0.69,0.31,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-03 01:32:34,36,33,31,14,17,19,3,10,0.05,100
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,versicolor,19,0,0.998,0.002,19,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,20,0,1,0,20,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,21,0,1,0,21,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,versicolor,22,0,0.996,0.004,22,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,versicolor,24,0,0.998,0.002,24,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,versicolor,29,0,0.996,0.004,29,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,33,0,0.022,0.978,33,0,0.01,0.99,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,34,0,0,1,34,0,0,1,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,35,0,0,1,35,0,0,1,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,36,0,0.022,0.978,36,0,0.01,0.99,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,38,0,0.048,0.952,38,0,0.032,0.968,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,39,0,0.022,0.978,39,0,0.01,0.99,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,40,0,0.184,0.816,40,0,0.124,0.876,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,41,0,0.672,0.328,41,0,0.76,0.24,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,44,0,0.68,0.32,44,0,0.76,0.24,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,46,0,0.298,0.702,46,0,0.218,0.782,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
versicolor,versicolor,50,0,0.022,0.978,50,0,0.01,0.99,virginica,2019-10-03 01:33:46,32,36,32,18,14,18,3,10,0.05,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,15,0,0.51,0.49,15,0,0.56,0.44,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,16,0,1,0,16,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,17,0,1,0,17,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,18,0,1,0,18,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,19,0,1,0,19,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,20,0,1,0,20,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,versicolor,21,0,0.57,0.43,21,0,0.46,0.54,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,virginica,25,0,0.03,0.97,25,0,0,1,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,27,0,0.13,0.87,27,0,0.22,0.78,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,34,0,0,1,34,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,35,0,0,1,35,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,41,0,0.35,0.65,41,0,0.28,0.72,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,versicolor,43,0,0.57,0.43,43,0,0.46,0.54,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
versicolor,versicolor,44,0,0.35,0.65,44,0,0.28,0.72,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-03 01:34:00,36,31,33,14,19,17,3,10,0.1,100
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,19,1,0,0,19,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,20,1,0,0,20,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,21,1,0,0,21,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,22,1,0,0,22,1,0,0,setosa,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,24,0,0.998,0.002,24,0,0.998,0.002,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,25,0,0.75,0.25,25,0,0.742,0.258,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,versicolor,31,0,0.996,0.004,31,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,34,0,0.754,0.246,34,0,0.742,0.258,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,versicolor,35,0,1,0,35,0,1,0,versicolor,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,virginica,36,0,0.004,0.996,36,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,virginica,37,0,0.004,0.996,37,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,46,0,0.744,0.256,46,0,0.814,0.186,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
versicolor,virginica,47,0,0.004,0.996,47,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-03 01:35:13,28,37,35,22,13,15,3,10,0.1,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-03 01:35:27,31,32,37,19,18,13,5,10,0.01,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-03 01:35:27,31,32,37,19,18,13,5,10,0.01,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-03 01:35:27,31,32,37,19,18,13,5,10,0.01,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-03 01:35:27,31,32,37,19,18,13,5,10,0.01,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-03 01:35:27,31,32,37,19,18,13,5,10,0.01,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-03 01:35:27,31,32,37,19,18,13,5,10,0.01,100
versicolor,setosa,7,0.98,0.02,0,7,1,0,0,setosa,2019-10-03 01:35:27,31,32,37,19,18,13,5,10,0.01,100
versicolor,setosa,8,0.98,0.02,0,8,1,0,0,setosa,2019-10-03 01:35:27,31,32,37,19,18,13,5,10,0.01,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-03 01:35:27,31,32,37,19,18,13,5,10,0.01,100
